record,uuid,date,markers,status,vtest,vpanelPartnerId,vnetMRsrc,vsampleSource,noanswerh_age_n99,hINCOME,hGENDER,hAGE,hHOUSEHOLD,hHOUSEHOLD_newr1,hHOUSEHOLD_newr2,hHOUSEHOLD_newr3,hHOUSEHOLD_newr4,hHOUSEHOLD_newr5,hHOUSEHOLD_newr6,hHOUSEHOLD_newr7,hHOUSEHOLD_newr8,hHOUSEHOLD_newr9,hSTATE,Q1r1,Q1r2,Q1r3,Q1r4,Q1r5,Q1r6,Q1r7,Q1r8,Q2,Q3,Q3r17oe,Q4,Q4r9oe,hGroup,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,Q5r7,Q5r8,Q6,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Q7r6,Q7r7,Q7r8,Q7r9,Q7r10,Q7r11,Q7r12,Q8,Q9r1,Q10r1,Q11,Q12r1,Q12r2,Q12r3,Q12r4,Q12r5,Q12r6,Q12r7,Q12r8,Q12r9,Q12r10,Q12r11,Q12r12,Q12r13,Q12r14,Q12r15,Q12r16,Q12r17,Q12r16oe,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r14,Q13r15,Q13r16,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r14,Q14r15,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q16r1,Q16r2,Q16r3,Q16r4,Q16r5,Q16r6,Q16r7,Q16r8,Q16r9,Q16r8oe,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q17r14oe,Q18r1,Q18r2,Q18r3,Q18r4,Q19,Q20r1,Q20r2,Q20r3,Q20r4,Q20r5,Q20r6,Q20r7,Q20r8,Q20r9,Q20r10,Q20r11,Q20r12,Q20r13,Q20r14,Q20r17,Q20r15,Q20r16,Q20r15oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,nweightweight2,nweightweight1,nweightweight3,vdropout,ssc,source,list,url,exitURL,ipAddress,userAgent,panelPartnerId,l,countryCode,i,batchno,test,ac,sn,lang,gmid,gh,netMRsrc,sourceid,x,y,uid,sampleSource,h,r,pp,dcua,supplierID,session,rid,fedResponseID,RISN
1541,90rupcacujj88sjz,2018-09-28 19:15:39,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,104,2,6,,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,0,0,1,12,,6,,4,3,4,4,4,1,99,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,4,2,2,3,2,3,2,4,3,4,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,250.3061502,12,,11,,3,1,2018-09-28 19:11:33,0.187453184,0.187453184,0.187453184,,252d55878111464307883008df4f7df5,,1,,,,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,US,,,,d188b81fbca40fd1,607252,E,23637403,,,GTM,70,2,,gtm,104,9,,ti,,awqdccamvsv9x6ky,,,
1545,9y07s55v76sewmrz,2018-09-28 19:21:47,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,1,4,,0,1,1,0,0,0,0,0,0,39,1,1,1,1,1,1,0,0,1,7,,1,,4,4,3,4,4,1,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,easyt o find what you are looking for,na,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,,,3,,,,,3,,,2,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,528.8815148,5,,3,,5,6,2018-09-28 19:13:05,0.187453184,0.187453184,0.187453184,,16adf9b1562835c926bdf0922869b386,,1,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,US,,,,482132b3009c4fa1,607252,E,17894311,,,GTM,49,1,,gtm,111,39,"2,3",..,,hyfum3d6n1j0ku2u,,,
1556,cbbs2fwgs0m1z1c6,2018-09-28 19:25:53,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,102,2,6,,0,0,0,0,0,0,0,0,0,39,1,1,1,1,0,0,0,0,1,17,MEDICAID--BUCKEYE,4,,3,2,3,3,3,1,99,3,3,3,2,3,1,4,2,2,3,99,3,1,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,1,4,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,379.7747552,4,,10,,5,6,2018-09-28 19:19:39,1.220731707,1.220731707,1.220731707,,87ce64d6857626f2c332811782b292f0,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,3cfb383453e1ec2c,607252,E,27052790,,,GTM,70,2,,gtm,102,39,,..,,2wnzmzz2w6ap7f6u,,,
1544,0thn0hy0r5a9vqs9,2018-09-28 19:26:03,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,104,2,6,,1,0,0,0,0,0,0,0,0,12,1,1,1,1,0,1,0,0,1,17,Optimum,3,,2,1,4,4,1,2,2,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,1,To order my OTC's,Nothing,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,2,2,1,3,3,3,2,2,3,3,3,2,2,2,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,822.7500539,4,,10,,5,6,2018-09-28 19:12:29,0.639908676,0.639908676,0.639908676,,d82d4f855e372f46cc982cf97054dec9,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,995cde5716ad1241,607252,E,13762596,,,GTM,65,2,,gtm,104,12,1,..,,vaukuppusfxjjfnr,,,
1574,x5gruv9qyfcqb0gp,2018-09-28 19:39:28,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,105,1,6,,0,0,0,0,1,0,0,0,0,18,1,1,1,0,1,1,0,0,1,17,anthem,1,,4,2,4,4,4,1,99,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,check stuff,find stuff,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,,,4,,,,,,,,,,4,4,2,4,4,4,1,1,4,4,4,4,4,3,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bought from agent,,,,,2,,,,,,,,,,,,,,,,,,,2,305.5742095,4,,12,,5,6,2018-09-28 19:34:33,0.187453184,0.187453184,0.187453184,,1827cdeb6d1bb3eb70e31af12401304e,,1,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,69b088ac7afdbae9,607252,E,22530298,,,GTM,65,1,,gtm,105,18,5,..,,v7fdbw7hwqpq1fvx,,,
1579,gmz3vvpryx6sbztf,2018-09-28 19:43:36,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,106,1,4,,0,0,0,0,0,0,0,1,0,6,1,0,1,0,1,1,0,0,1,1,,1,,4,4,4,1,4,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,to change a plan,add coverage,4,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,3,,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,304.2465363,4,,10,,5,6,2018-09-28 19:38:42,0.187453184,0.187453184,0.187453184,,88fde93cee917c000a32299df614bffa,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,4b28bf10f1dc30a8,607252,E,41625590,,,GTM,49,1,,gtm,106,6,8,..,,qshd83chah6pfv7j,,,
1582,s1k927vhqyge33k4,2018-09-28 19:58:52,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,1,4,,0,0,1,0,0,0,0,0,0,36,1,1,1,1,1,1,0,0,1,11,,1,,4,1,4,2,4,99,1,3,4,1,1,1,1,4,1,1,1,99,4,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,2,3,4,2,2,3,2,2,1,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,1141.739591,4,,2,,5,6,2018-09-28 19:39:57,0.187453184,0.187453184,0.187453184,,715bee8120b790469278efc0dee529e1,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,3a6fc3421481e44b,607252,E,24997098,,,GTM,48,1,,gtm,111,36,3,..,,6w7v1nvk6nm1vfsy,,,
1604,8qrh5mhmg8vappm0,2018-09-28 20:08:15,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,110,2,6,,1,0,0,0,0,0,0,0,0,13,1,0,1,0,1,1,0,0,2,7,,1,,4,2,4,4,4,1,99,4,4,2,1,2,1,1,1,1,1,99,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,1,3,4,3,4,3,3,3,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,2,520.0990434,4,,2,,5,6,2018-09-28 19:59:41,0.187453184,0.187453184,0.187453184,,82d6e347b52db6f3641a95e786f9dd2c,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,22c0c38c674c513e,607252,E,31357036,,,GTM,81,2,,gtm,110,13,1,..,,f492p62uk07fs25p,,,
1621,r9g1mmkawfjhgra5,2018-09-28 20:13:34,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,109,1,3,,1,0,1,0,0,0,0,0,0,49,1,0,1,0,0,1,0,0,1,17,can't remember,1,,4,3,4,4,3,99,99,3,4,2,1,1,1,1,1,1,2,99,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,0,1,0,0,0,0,0,1,0,google,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,contacted my insurance agent,,,,,2,,,,,,,,,,,,,,,,,,,2,168.5029032,5,,10,,5,6,2018-09-28 20:10:54,0.187453184,0.187453184,0.187453184,,4a5a977ce524b6a9f66d98258a459df8,,1,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,c6e5ea13212b97d2,607252,E,22770548,,,GTM,42,1,,gtm,109,49,"1,3",..,,qrp1hf1dzemh5mw8,,,
1617,9f66fv16h6s20s7s,2018-09-28 20:14:51,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,110,1,4,,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,1,9,,5,,4,4,4,4,3,99,99,4,4,2,3,3,2,4,3,3,3,4,3,2,4,3,1,to see in network doctors,"Go to one building for everything like Kaiser does it, come on people. There is nothing more convenient",3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,,,,2,2,3,,,,,,,2,,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,1,,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,2,297.1803083,4,,10,,5,6,2018-09-28 20:10:02,0.187453184,0.187453184,0.187453184,,e2ef936f964d79e14187ea16a9c8c488,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,0c82390439e0e99c,607252,E,21083555,,,GTM,49,1,,gtm,110,6,,..,,z8f26qppmspycnnm,,,
1618,3bcdjx8dxygdkey8,2018-09-28 20:16:30,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,109,1,5,,0,0,0,0,0,0,0,0,0,36,1,0,1,0,1,1,0,0,1,17,dentcare,1,,4,2,4,3,3,99,99,3,4,2,2,1,2,2,1,2,1,99,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,2,390.8559041,13,,12,,5,6,2018-09-28 20:10:07,0.187453184,0.187453184,0.187453184,,0687d382429fa115fa386db3cc304037,,1,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:56.0) Gecko/20100101 Firefox/56.0,,,US,,,,34c981a326169b30,607252,E,7062016,,,GTM,55,1,,gtm,109,36,,..,,ef0vr0rvd0nnehv1,,,
1626,9pjdb185g6hcuwsg,2018-09-28 20:16:54,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,109,1,6,,0,0,0,0,0,0,0,0,0,53,1,1,1,0,0,1,0,0,1,7,,3,,2,3,4,3,4,99,99,4,4,2,1,1,1,2,1,3,2,99,2,2,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,3,3,1,4,1,1,4,2,2,4,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,287.6201537,4,,10,,5,6,2018-09-28 20:12:12,0.639908676,0.639908676,0.639908676,,f6101560e56af1b352e80ab1490335fc,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,a22fae0f9439e729,607252,E,24396356,,,GTM,69,1,,gtm,109,53,,..,,y3jujvbadqz1va65,,,
1619,nr60vxh4sc97j1jz,2018-09-28 20:18:06,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,110,1,6,,1,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1,0,0,2,14,,3,,2,2,3,3,3,99,99,3,3,2,2,2,2,3,3,3,2,99,3,2,2,2,1,Checking for updates,Nothing,4,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,,,,,3,,,,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,463.1655927,12,,11,,3,1,2018-09-28 20:10:31,0.639908676,0.639908676,0.639908676,,ace93703462024c5d605a7950d4c0861,,1,,,,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,US,,,,35d2c1a7864bc497,607252,E,18728481,,,GTM,74,1,,gtm,110,26,1,ti,,285jqvhscsakjqva,,,
1634,w8190m428w93thxn,2018-09-28 20:19:09,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,112,1,5,,1,0,0,0,0,0,0,0,0,36,1,0,1,1,0,1,0,0,1,7,,4,,3,4,4,99,99,99,3,3,3,2,1,1,1,1,1,1,1,1,1,99,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,304.9765563,14,,10,,1,2,2018-09-28 20:14:09,1.220731707,1.220731707,1.220731707,,b28d0d4fdb05c0b19159546b4ee4a0ae,,1,,,,"Mozilla/5.0 (Linux; Android 5.0; SM-N900P Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",,,US,,,,790917c3bb1de111,607252,E,23968406,,,GTM,58,1,,gtm,112,36,1,sa,,3gapkdp8rw5m02mq,,,
1635,8ewumy7sfvcjf8ww,2018-09-28 20:21:11,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,109,1,6,,1,0,0,0,0,0,0,0,0,39,1,0,1,1,1,1,0,0,2,7,,1,,4,2,4,4,4,1,99,3,4,2,1,1,1,2,1,1,1,99,1,1,1,1,1,To read the coverage terms.,nothing,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,,2,2,2,3,2,2,3,2,4,3,2,3,2,3,3,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,432.4510298,4,,2,,5,6,2018-09-28 20:14:09,0.187453184,0.187453184,0.187453184,,0303c5d6bd19feec4a913c1244e0a41f,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,US,,,,2780d1999a312520,607252,E,22496181,,,GTM,70,1,,gtm,109,39,1,..,,ncgvkeamcxfaxh1g,,,
1648,4jzn4a54rrwrgm9y,2018-09-28 20:21:15,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,109,1,6,,0,0,0,0,0,0,0,0,0,12,1,1,1,0,1,1,0,0,1,12,,3,,2,4,4,4,4,99,99,4,4,2,1,1,1,1,1,1,1,99,1,1,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,1,3,3,2,3,3,3,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,209.7636092,4,,12,,5,6,2018-09-28 20:17:50,0.639908676,0.639908676,0.639908676,,45fa507b7c6fa8088cc5c8935cd7c9e2,,1,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,3843a4b6c22c4fa4,607252,E,29425121,,,GTM,69,1,,gtm,109,12,,..,,xtq5g91v24rh3tq3,,,
1652,1yj6kwa1ffbqzugx,2018-09-28 20:25:55,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,111,1,5,,0,1,1,0,0,0,0,0,0,4,1,1,1,1,1,1,0,0,1,7,,6,,4,2,4,4,4,2,1,3,4,2,2,2,2,3,1,2,3,1,2,2,2,2,1,To lear about what is covered and my out of pocket costs for a cap on my tooth.,"See what is covered, find dentists near me, see what my cost will be out of pocket, see preventative care with no out of pocket cost.",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,4,4,4,,,,3,,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,1,1,0,2,,,,,,,,,,,,,,,,,,,2,400.136832,5,,12,,5,6,2018-09-28 20:19:24,0.187453184,0.187453184,0.187453184,,6040a8f8f64b50e5ec6cbcf664c4d69d,,1,,,,Mozilla/5.0 (Windows NT 6.1; rv:62.0) Gecko/20100101 Firefox/62.0,,,US,,,,d5d04e7795affe3e,607252,E,32864089,,,GTM,55,1,,gtm,111,4,"2,3",..,,kh8byhwp4trq1fjb,,,
1655,jgnxh3efgmexhpyb,2018-09-28 20:26:47,"20180927_11:16_v2,/overall/Total,/overall/option4,Total,qualified",3,2,,3,2,,110,1,5,,1,0,1,0,0,0,0,0,0,53,1,1,1,0,1,1,0,0,1,7,,1,,4,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,2,2,2,2,2,1,claims,nothin,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,2,408.5447819,13,,10,,5,6,2018-09-28 20:20:08,0.187453184,0.187453184,0.187453184,,0aafd7707b364ccbab497e2e1e4ab494,,1,,,,"Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",,,US,,,,b3b8de3db40edb1e,607252,E,42287478,,,GTM,64,1,,gtm,110,53,"1,3",..,,d6u7jh0npa0zq9na,,,
1666,bc23peu1328bskgv,2018-09-28 20:27:25,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,103,1,5,,1,0,0,0,0,0,0,0,0,42,1,1,1,0,0,0,0,0,1,17,keystone First,4,,3,2,3,99,4,99,99,3,3,3,1,2,2,2,2,3,2,99,2,1,1,99,1,To take a look at what my insurance provides me.,I can do everything I need on the site.,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,3,4,4,3,4,4,3,3,4,4,3,4,4,4,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,297.977164,4,,10,,5,6,2018-09-28 20:22:34,1.220731707,1.220731707,1.220731707,,b8ceb4f23cf17d3935520d335011dd68,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,49d8690e21e96435,607252,E,32783459,,,GTM,55,1,,gtm,103,42,1,..,,v4tj2e0gr8q2j30c,,,
1670,wd6zc9xbdx7e4eh5,2018-09-28 20:28:28,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,108,1,6,,0,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1,0,0,1,7,,3,,2,3,4,3,3,1,99,4,4,2,1,1,1,1,1,1,1,99,1,1,1,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,316.6402819,12,,11,,1,1,2018-09-28 20:23:15,0.639908676,0.639908676,0.639908676,,35efedce33f046d374ef6c53f0e6a013,,1,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,US,,,,88f33644339d093f,607252,E,31941262,,,GTM,68,1,,gtm,108,26,,si,,c2f6shf1rf39kgr2,,,
1695,bt9dyym5dn16puxn,2018-09-28 20:31:27,"20180927_11:16_v2,/overall/option3,/overall/Total,Total,qualified",3,2,,3,2,,109,1,4,,0,0,0,0,1,0,0,0,0,26,1,1,1,0,0,1,0,0,3,7,,4,,3,2,3,3,4,99,99,3,4,2,2,2,1,1,1,1,2,99,3,1,99,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,3,3,2,3,3,2,3,3,3,4,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,216.259521,4,,10,,5,6,2018-09-28 20:27:54,1.220731707,1.220731707,1.220731707,,f68c5b0973f8137067a08f1162099ebc,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,15543aea32f9a056,607252,E,17302937,,,GTM,47,1,,gtm,109,26,5,..,,4wueqaeq9uy3bwq9,,,
1677,r8kzv45cb3an6va2,2018-09-28 20:31:44,"20180927_11:16_v2,/overall/option2,/overall/Total,Total,qualified",3,2,,3,2,,114,1,6,,1,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,0,0,2,7,,3,,2,3,4,4,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,I needed to check and see how much coverage I had left for the year.,I would like to be able to check the coverage for everyone in my family.  I am not able to see my wife's account without prior authorization.  It is a hassle.,5,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,3,,,,,,,1,4,1,3,3,4,3,2,4,2,4,3,4,4,4,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,441.5499399,4,,10,,5,6,2018-09-28 20:24:31,0.639908676,0.639908676,0.639908676,,1b8544a064ea5cf3be3167037973ed08,,1,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",,,US,,,,5186c3d7e2c3d1a0,607252,E,12340804,,,GTM,65,1,,gtm,114,41,1,..,,8h7jhcn6dr5kz60j,,,
